Code,Last,Change,Prev,Open,High,Low,Freq,Vol,Val(K),Cap(M)
IKBI,555,-1.7699115044247788%,565,565,590,530,909,14016,779159,679320
SBMA,111,1.834862385321101%,109,109,111,108,221,13684,148720,103222
KOBX,177,-0.5617977528089888%,178,178,179,175,235,13350,235888,402233
ISSP,450,-2.1739130434782608%,460,460,460,448,247,13348,602121,3233696
TOTO,242,0.8333333333333334%,240,240,244,240,213,13190,318920,2497440
SPMA,172,-1.1494252873563218%,174,174,175,169,163,13041,222793,916831
PNBN,910,-0.546448087431694%,915,910,910,900,198,13034,1177731,21692258
ITMG,26100,0%,26100,26300,26500,26100,1995,12913,33853515,29491043
BNBA,785,-2.484472049689441%,805,805,805,750,171,12891,992422,2632984
ABMM,2840,-1.7301038062283738%,2890,2890,2900,2780,537,12770,3591208,7818989
RISE,800,-0.6211180124223602%,805,805,830,770,540,12591,1006280,12958880
RAAM,176,-2.7624309392265194%,181,181,181,175,373,12560,222665,1199197
SHID,820,5.806451612903226%,775,860,945,790,1263,11874,1060889,917847
BYAN,12350,-5.7251908396946565%,13100,12900,13000,12150,1800,11831,14608615,411666687
MLPT,1185,-1.6597510373443984%,1205,1205,1210,1180,841,11780,1402392,55546875
BOLA,188,3.296703296703297%,182,182,192,179,192,11735,218442,1128000
BACA,118,-0.8403361344537815%,119,118,119,116,152,11687,137031,2330912
BELI,296,-2.631578947368421%,304,304,306,290,370,11685,345631,40616820
KAEF,452,0%,452,452,464,444,1287,11681,528037,2516099
ATAP,565,0%,565,565,575,535,264,11268,632477,706250
TRIM,715,0%,715,715,730,700,100,11227,801482,5083150
CHEK,128,-1.5384615384615385%,130,130,130,127,156,10966,140590,526506
VICO,168,-3.4482758620689653%,174,180,183,164,350,10782,184985,2556469
BDMN,4460,0.6772009029345373%,4430,4410,4470,4400,446,10763,4774558,43154145
PKPK,4450,0%,4450,4400,4500,4320,537,10751,4777131,5340000
TBLA,625,-0.7936507936507936%,630,630,630,620,244,10688,664265,3765858
BLOG,364,0%,364,364,366,360,202,10526,381353,1230133
VINS,145,-4.605263157894736%,152,158,158,143,282,10445,153451,225247
BSSR,4930,0.40733197556008144%,4910,4910,4940,4850,1224,10260,5018323,12899345
CPRO,50,0%,50,50,50,50,94,10173,50865,2978619
BIRD,1600,-0.9287925696594427%,1615,1615,1615,1600,848,10067,1614416,4003360
PBSA,750,-1.3157894736842104%,760,760,770,750,381,9940,754227,2250000
LUCK,117,-1.680672268907563%,119,116,119,115,174,9829,114555,83743
DMMX,185,0%,185,186,186,180,215,9476,172500,1423077
MERI,120,-0.8264462809917356%,121,120,123,119,217,9453,114060,124216
GWSA,167,-2.9069767441860463%,172,172,172,167,220,9294,156040,1302727
SAME,304,0%,304,314,314,296,137,9006,273711,5218048
JRPT,1115,-0.8888888888888888%,1125,1125,1135,1095,68,8671,961895,14395452
PRDA,2810,0%,2810,2800,2850,2760,619,8611,2416710,2634375
WMUU,50,0%,50,50,50,50,76,8577,42885,647059
IPOL,115,-0.8620689655172413%,116,117,117,115,114,8511,98073,740989
ASGR,2110,-1.4018691588785046%,2140,2130,2130,2080,1191,8365,1758518,2845927
WINE,129,-2.272727272727273%,132,132,132,129,148,8234,106816,349590
TIRA,408,0.49261083743842365%,406,406,408,388,205,8022,314711,239904
IPCM,292,0%,292,294,294,288,316,8019,233610,1543165
IPCC,1125,-0.4424778761061947%,1130,1130,1130,1120,608,7700,864045,2045683
NATO,1030,0.9803921568627451%,1020,1005,1180,955,697,7676,808437,8241145
PEVE,308,-0.6451612903225806%,310,310,310,300,172,7648,234844,543813
EPMT,2540,6.2761506276150625%,2390,2400,2900,2400,852,7611,1987231,6879946
FUJI,246,0.819672131147541%,244,244,252,244,212,7494,185247,319800
INTP,5200,-0.4784688995215311%,5225,5225,5275,5175,1019,7438,3877075,17841582
BRNA,640,0%,640,640,640,610,145,7223,458400,626630
ECII,166,-3.488372093023256%,172,171,171,163,254,6905,114336,221499
BSIM,1100,-5.579399141630901%,1165,1165,1200,1070,591,6885,772986,21469714
BSBK,50,0%,50,50,50,50,138,6877,34385,1254594
IDPR,278,2.9629629629629632%,270,286,308,274,351,6807,198432,556834
HAIS,184,-2.127659574468085%,188,187,187,181,278,6605,121210,483230
PBID,525,-0.9433962264150944%,530,530,530,525,195,6582,346621,3937500
TRIS,171,0.5882352941176471%,170,170,172,167,238,6555,111414,537187
KBLI,340,1.7964071856287425%,334,334,340,328,254,6503,218328,1362460
LABS,174,-0.5714285714285714%,175,174,176,172,170,6355,110151,687300
SILO,2010,-1.4705882352941175%,2040,2040,2040,2010,683,6136,1238027,26142311
JTPE,605,-2.4193548387096775%,620,615,615,605,151,6008,365800,4145490
ERTX,181,-2.6881720430107525%,186,186,186,179,163,5941,108212,232864
SOTS,600,-1.639344262295082%,610,610,610,580,176,5875,347181,600002
ROTI,585,0%,585,585,590,580,251,5831,340992,3619096
CARE,402,-1.4705882352941175%,408,406,414,394,305,5767,231374,13366500
DART,157,-1.257861635220126%,159,157,158,154,219,5604,87140,493198
BMSR,322,0.625%,320,324,340,314,165,5511,180154,373262
BINO,120,0.8403361344537815%,119,119,120,118,54,5437,64560,273038
KBLM,352,0%,352,352,354,344,145,5405,189112,394240
TRJA,128,-1.5384615384615385%,130,130,131,126,88,5316,67727,193306
PDPP,338,2.4242424242424243%,330,342,342,330,153,5273,175805,1034733
PZZA,193,-0.5154639175257731%,194,195,197,190,113,5228,100604,583222
ALII,795,0.6329113924050633%,790,790,800,775,208,5170,407547,12581511
HELI,202,-0.9803921568627451%,204,208,208,199,144,4981,100808,168238
BCIC,131,-0.7575757575757576%,132,130,131,128,89,4796,61971,2348315
MAYA,197,0.5102040816326531%,196,197,197,193,185,4763,92837,5103517
PSSI,356,-1.1111111111111112%,360,360,360,352,62,4662,166459,1928474
AXIO,115,-1.7094017094017095%,117,115,117,113,200,4500,51380,671615
RLCO,4500,-1.3157894736842104%,4560,4560,4560,4250,851,4497,1997666,14062500
OBMD,195,0.5154639175257731%,194,197,197,191,102,4440,85966,157169
BUAH,496,-0.4016064257028112%,498,498,500,492,434,4435,220400,992000
SAMF,332,0%,332,336,340,328,205,4423,147723,3403000
INAI,175,-1.6853932584269662%,178,176,178,172,197,4423,77055,110880
ENAK,224,-1.7543859649122806%,228,228,230,218,250,4372,97627,485333
PNIN,725,0.6944444444444444%,720,720,730,710,56,4357,315337,2949535
MDIY,935,0.5376344086021506%,930,930,950,930,226,4343,406457,23553017
HDFA,100,-0.9900990099009901%,101,101,102,99,81,4280,42840,654245
GGRM,19375,-0.641025641025641%,19500,19525,19525,19275,1354,4247,8222825,37279205
AMOR,368,-1.0752688172043012%,372,372,372,364,166,4221,155892,817778
GOLD,278,0%,278,278,284,270,54,4151,115422,355083
CRAB,216,-1.8181818181818181%,220,218,218,214,57,4110,88631,421200
TALF,710,3.64963503649635%,685,675,745,675,326,3927,279691,960939
ADMG,260,-2.9850746268656714%,268,268,268,252,189,3898,100743,1011187
HEXA,4460,0%,4460,4460,4470,4440,343,3841,1711848,3746400
YPAS,1385,14.937759336099585%,1205,1230,1400,1180,626,3837,504867,925180
CSRA,760,-0.6535947712418301%,765,765,765,745,170,3833,288786,1558000
IRRA,374,0%,374,378,378,368,148,3756,139495,598400
DNAR,131,-0.7575757575757576%,132,133,135,129,141,3637,47620,2190568
LPCK,595,0.847457627118644%,590,590,600,550,169,3602,208089,3055138
TBIG,1480,-0.33670033670033667%,1485,1485,1505,1460,165,3570,525043,33532359
VOKS,242,0.8333333333333334%,240,244,244,236,80,3566,86309,1005656
LMPI,158,-1.8633540372670807%,161,161,161,157,89,3549,56045,159346
LTLS,1075,2.380952380952381%,1050,1050,1075,1050,212,3508,373611,1677000
OBAT,240,-1.639344262295082%,244,242,242,238,86,3240,77678,163290
SHIP,2600,-1.5151515151515151%,2640,2610,2640,2500,87,3154,799026,7071454
ZYRX,127,-1.550387596899225%,129,128,129,126,112,3152,40035,169333
CAMP,171,0.5882352941176471%,170,169,172,168,102,3149,53421,1006335
SUNI,680,-2.158273381294964%,695,695,695,675,99,3124,213138,1700000
PSGO,193,-1.0256410256410255%,195,194,197,193,70,3103,60099,3638050
LPLI,236,0%,236,236,242,234,158,3099,73136,276222
AIMS,490,0.823045267489712%,486,484,494,480,119,2862,138918,107800
BLUE,2980,1.0169491525423728%,2950,2950,3030,2850,247,2820,829114,1245640
BAYU,1345,0.3731343283582089%,1340,1360,1360,1325,63,2805,375229,475082
MDKI,196,-0.5076142131979695%,197,200,200,195,71,2747,54153,495909
BMAS,520,-0.9523809523809524%,525,545,555,510,166,2720,142484,9319251
BINA,4130,0.24271844660194172%,4120,4150,4170,4070,166,2707,1111989,25083016
MRAT,390,2.094240837696335%,382,384,390,376,146,2697,104152,166920
IMAS,900,-2.1739130434782608%,920,920,920,885,122,2580,231826,3594862
KMTR,254,-3.0534351145038165%,262,260,260,250,39,2536,64379,2086703
LRNA,212,-0.9345794392523363%,214,220,220,206,106,2474,51871,74200
PANS,1640,-1.2048192771084338%,1660,1660,1660,1610,163,2439,401144,1180800
BCAP,50,0%,50,50,50,50,44,2437,12185,2130943
DEPO,240,0%,240,242,242,238,107,2371,56805,1629600
MKTR,122,0%,122,124,124,120,75,2308,27984,1471372
AMAN,226,0%,226,226,228,222,80,2304,51598,875411
BUDI,222,-1.7699115044247788%,226,226,226,220,88,2204,48917,998777
DRMA,1010,-1.4634146341463417%,1025,1025,1025,1005,156,2168,219461,4752941
ARII,302,-0.6578947368421052%,304,304,308,302,27,2116,64157,1132500
AKPI,535,-0.9259259259259258%,540,540,550,515,140,2058,109319,327553
ASJT,160,-1.2345679012345678%,162,161,162,160,42,1982,31785,224000
PJAA,470,0.4273504273504274%,468,464,472,454,86,1955,90232,752000
MMLP,302,0%,302,302,302,296,96,1904,56879,2080519
MDLN,50,0%,50,50,50,50,47,1836,9180,626653
SOHO,1605,-2.1341463414634148%,1640,1635,1680,1505,290,1772,282730,20370150
SKBM,535,-0.9259259259259258%,540,540,540,520,134,1764,93562,925605
CITA,3470,-2.2535211267605635%,3550,3530,3550,3430,240,1755,610592,13742454
AMAG,388,0%,388,388,388,380,51,1754,67287,1940602
ATLA,50,0%,50,50,50,50,49,1737,8685,309979
HDIT,50,0%,50,50,50,50,111,1727,8635,76234
MORA,5175,-2.8169014084507045%,5325,5300,5325,5125,324,1660,863823,247231447
BISI,720,-1.36986301369863%,730,730,730,715,108,1630,117271,2160000
AGII,3130,-1.5723270440251573%,3180,3210,3230,3020,259,1612,505588,9598646
TFAS,185,-1.06951871657754%,187,188,189,184,44,1587,29419,308333
SKRN,412,-1.4354066985645932%,418,422,426,400,165,1580,64606,3090000
AWAN,161,-1.2269938650306749%,163,162,163,159,75,1574,25226,553035
CINT,185,-1.06951871657754%,187,187,187,182,123,1428,26293,185000
BOBA,212,-1.8518518518518516%,216,218,218,208,150,1406,29743,245019
BABP,50,0%,50,50,50,50,33,1395,6975,2200717
POLI,890,-6.315789473684211%,950,900,955,850,218,1325,115899,1789368
SMMT,2700,-0.36900369003690037%,2710,2710,2730,2690,90,1299,351853,9247500
KMDS,525,0.9615384615384616%,520,520,525,515,51,1268,65842,420000
LINK,1780,6.906906906906906%,1665,1660,1905,1660,138,1259,218974,5096488
NETV,50,0%,50,50,50,50,32,1249,6245,2068026
SDPC,196,-1.0101010101010102%,198,198,200,192,64,1234,24172,249704
IGAR,466,-1.2711864406779663%,472,472,472,462,32,1191,55878,432346
AMAR,230,-1.7094017094017095%,234,232,232,228,30,1170,26947,4185375
PEHA,298,0%,298,300,300,290,88,1166,34216,250320
ALDO,950,1.0638297872340425%,940,935,955,935,46,1159,109445,2565678
CLPI,1610,-0.6172839506172839%,1620,1610,1610,1590,134,1127,180110,493205
PANR,424,0%,424,424,424,410,48,1118,46500,588300
GOOD,316,0.6369426751592357%,314,314,316,310,108,1101,34470,11659737
ITIC,224,0%,224,228,228,224,80,1047,23593,210721
ARGO,1165,-0.851063829787234%,1175,1175,1175,1165,70,1024,119806,3698105
SIPD,915,-2.13903743315508%,935,935,945,890,112,947,85644,1682778
SMKL,153,-2.547770700636943%,157,157,159,153,41,923,14168,522967
SMAR,6300,-1.1764705882352942%,6375,6225,6475,6225,113,921,586580,18094818
PUDP,272,-2.158273381294964%,278,282,282,266,56,917,25027,179281
CBPE,484,-1.6260162601626018%,492,492,500,484,38,875,42400,656425
TRUS,460,2.2222222222222223%,450,446,464,446,77,862,39090,368000
BBLD,665,0.7575757575757576%,660,665,710,660,40,842,57623,1094454
INDR,2960,-2.631578947368421%,3040,2990,3000,2850,66,831,241774,1936881
KSIX,406,0%,406,408,412,402,40,816,33193,867960
ZONE,710,0%,710,710,720,675,46,813,57109,617822
REAL,50,0%,50,50,50,50,44,803,4015,331681
STAR,376,3.296703296703297%,364,372,390,348,160,799,29250,1804800
SFAN,2040,0.49261083743842365%,2030,2030,2060,2030,38,795,162541,2774265
GEMS,7500,-1.3157894736842104%,7600,7450,7525,7300,185,787,586083,44117648
PDES,384,-0.5181347150259068%,386,386,386,374,42,773,29213,274560
LPIN,428,-0.9259259259259258%,432,434,434,428,95,770,33123,181900
CEKA,2220,0.9090909090909091%,2200,2200,2230,2180,72,753,166983,1320900
JIHD,450,-0.4424778761061947%,452,452,452,442,46,736,33021,1048068
GUNA,220,0%,220,220,220,216,43,735,15967,550000
CMNP,1425,0.35211267605633806%,1420,1420,1445,1385,85,734,102870,9542305
JSPT,1500,7.913669064748201%,1390,1390,1555,1385,84,730,108004,3478104
DLTA,1790,-0.2785515320334262%,1795,1795,1795,1785,68,722,129232,1433180
RANC,545,-3.5398230088495577%,565,565,565,515,73,677,36067,852646
PTIS,260,-0.7633587786259541%,262,262,266,254,91,669,17504,143043
TRST,462,0%,462,464,464,456,16,654,30185,1297296
CAKK,159,0.6329113924050633%,158,154,160,154,40,647,10213,191325
LION,374,-2.094240837696335%,382,384,394,372,72,642,24210,194540
MTWI,274,0.7352941176470588%,272,272,284,258,92,635,17370,801309
PTSP,1260,1.6129032258064515%,1240,1215,1270,1135,119,633,78146,278218
MERK,3900,-0.5102040816326531%,3920,3900,3920,3850,47,630,243965,1747200
FISH,630,1.6129032258064515%,620,620,630,615,80,624,39118,3024000
ANJT,1595,0%,1595,1600,1600,1580,49,623,98666,5349909
DADA,50,0%,50,50,50,50,44,621,3105,371577
ITMA,1530,-0.32573289902280134%,1535,1535,1575,1475,74,611,94721,1528551
CASS,1865,2.4725274725274726%,1820,1820,1865,1810,57,603,110983,3892162
ATIC,466,0%,466,466,466,460,30,601,27795,1348698
PALM,294,0%,294,292,294,290,37,591,17230,4625465
MLBI,6800,-0.3663003663003663%,6825,6800,6825,6725,69,589,400515,14327600
ASRM,286,0%,286,290,290,284,33,556,16010,365506
UNIC,15050,0.33333333333333337%,15000,14950,15050,14875,40,549,822113,5769137
KEJU,600,0%,600,600,605,590,33,528,31466,3375000
MBAP,1720,-2.272727272727273%,1760,1760,1765,1700,129,520,88999,2110908
PSAT,880,-1.1235955056179776%,890,885,900,880,50,511,45293,1304471
SMDM,550,0%,550,535,550,525,36,502,26740,2624676
SGRO,4790,-0.8281573498964804%,4830,4830,4890,4760,64,483,231324,8711199
HERO,334,-0.5952380952380952%,336,340,340,326,38,467,15355,1397334
SSTM,472,-2.0746887966804977%,482,480,480,450,56,439,20692,552669
MAXI,50,0%,50,50,50,50,15,438,2190,480505
INCI,800,-0.6211180124223602%,805,805,815,785,35,437,34931,166125
PORT,950,3.825136612021858%,915,940,990,905,126,420,39751,2673245
DVLA,1595,0%,1595,1595,1600,1590,42,417,66428,1786400
MKPI,21750,-0.5714285714285714%,21875,21775,21850,21625,112,408,889880,20623220
MKAP,1115,0%,1115,1115,1115,1110,20,380,42236,3623750
MEGA,1965,-0.5063291139240507%,1975,1970,1970,1925,67,373,72124,45680411
BPFI,246,-0.8064516129032258%,248,248,248,242,40,368,9096,657803
RIGS,705,0.7142857142857143%,700,700,705,695,14,362,25164,429437
PNBS,50,0%,50,50,50,50,30,352,1760,1921275
RSGK,1030,0.9803921568627451%,1020,1005,1030,940,75,341,34022,957565
RELI,560,0.9009009009009009%,555,555,580,535,73,338,18779,1008000
AMIN,238,-1.6528925619834711%,242,240,242,236,27,334,7965,257040
CSAP,296,0.6802721088435374%,294,294,300,288,36,332,9682,1682220
MTLA,535,-0.9259259259259258%,540,535,535,515,28,329,17137,4095493
MYOH,1135,0%,1135,1140,1140,1120,49,325,36769,2504165
KONI,2070,-2.358490566037736%,2120,2130,2260,2050,97,306,66040,645840
BTON,358,-2.185792349726776%,366,354,368,350,24,303,10714,257760
INTD,264,0.7633587786259541%,262,268,270,258,54,300,7858,156243
ROCK,2070,-0.9569377990430622%,2090,2120,2130,2020,62,291,60233,2970833
BALI,1425,10.465116279069768%,1290,1290,1425,1260,60,291,39241,5606794
CASA,1995,10.833333333333334%,1800,1800,1995,1800,43,288,54525,108680158
PRAY,745,0%,745,745,745,720,21,286,20743,10399770
TBMS,1225,-1.6064257028112447%,1245,1245,1245,1200,52,273,33529,899983
PTPW,1175,-0.423728813559322%,1180,1175,1180,1175,38,268,31536,1031870
MCOL,3690,-0.5390835579514826%,3710,3710,3710,3650,59,226,82958,13120016
TRGU,174,-3.3333333333333335%,180,183,183,174,28,223,3908,1382502
YUPI,1300,-2.2556390977443606%,1330,1330,1330,1300,58,220,28738,11107835
KINO,1355,-3.214285714285714%,1400,1415,1415,1355,23,218,30444,1935714
SCCO,2520,-1.9455252918287937%,2570,2560,2560,2450,77,218,54358,2072281
ADMF,8675,-0.28735632183908044%,8700,8725,8725,8675,47,200,174183,10720592
NICK,2430,-0.8163265306122449%,2450,2460,2510,2430,21,177,43298,1582295
BOLT,810,3.1847133757961785%,785,790,810,790,22,167,13421,1898438
DMND,620,1.639344262295082%,610,605,630,600,19,160,9779,5870383
GMTD,1280,-0.38910505836575876%,1285,1265,1305,1255,94,155,19823,1299686
PGUN,9600,-1.5384615384615385%,9750,9750,9750,9500,70,153,146965,55083349
INPP,750,0%,750,740,750,730,27,149,11042,8386479
APII,192,0%,192,194,194,188,14,139,2642,206546
CLAY,2680,-1.4705882352941175%,2720,2690,2690,2610,19,132,35195,6887600
CTBN,3050,-0.6514657980456027%,3070,3070,3070,3050,43,121,37019,2441133
POLU,17350,-1.69971671388102%,17650,18100,18100,16525,42,112,190828,13012500
PGLI,208,-0.9523809523809524%,210,212,212,204,24,110,2263,101504
BNLI,2140,-0.46511627906976744%,2150,2150,2160,2140,23,109,23399,76653828
ABDA,4970,-0.6%,5000,5000,5075,4970,19,104,52167,3085409
TIFA,316,-1.25%,320,324,324,316,20,102,3264,1122499
SRAJ,15600,20%,13000,12200,15600,12175,37,101,147988,190927776
MASB,3360,-0.8849557522123894%,3390,3230,3360,3230,8,100,33470,4662797
ASBI,400,0%,400,398,400,392,23,99,3908,139355
BTPN,2350,-3.292181069958848%,2430,2440,2440,2350,27,98,23205,24760079
RONY,1390,-3.8062283737024223%,1445,1490,1490,1335,40,88,12131,1737500
MICE,540,-3.571428571428571%,560,545,550,540,14,84,4583,324000
AMFG,3280,-1.5015015015015014%,3330,3320,3330,3250,35,82,27134,1423520
BPII,478,0.42016806722689076%,476,480,480,470,27,76,3624,4724625
OMRE,935,-3.608247422680412%,970,955,985,865,15,75,6710,2753772
DNET,9875,-1.25%,10000,9975,9975,9875,8,75,74083,140067000
BOGA,1560,-1.8867924528301887%,1590,1640,1640,1550,14,73,11467,5933501
BESS,930,2.197802197802198%,910,905,930,890,18,67,6042,3199624
BUKK,970,0%,970,970,970,955,23,60,5752,2561238
DAYA,1085,-1.3636363636363635%,1100,1085,1095,1070,12,59,6355,2626294
FMII,254,0%,254,250,254,246,12,58,1447,1625600
KDSI,468,0%,468,468,468,468,9,44,2059,758160
PNSE,498,-0.4%,500,484,500,484,17,41,2013,397311
MPRO,12050,0.4166666666666667%,12000,12000,12200,12000,12,39,46913,119807125
GLVA,326,-0.6097560975609756%,328,328,328,314,6,38,1226,489000
FAPA,7450,-0.33444816053511706%,7475,7450,7450,7425,4,34,25298,27039118
NFCX,1740,0.5780346820809248%,1730,1700,1740,1700,5,32,5512,1160001
GDYR,1130,1.345291479820628%,1115,1130,1130,1120,8,24,2700,463300
BRAM,4680,1.2987012987012987%,4620,4680,4690,4560,15,22,10167,2106267
GHON,1675,0%,1675,1675,1675,1650,15,20,3327,921250
SKLT,214,0%,214,216,216,214,7,16,344,1478185
ASDM,520,0%,520,520,520,515,6,11,570,199680
RDTX,13225,-2.2181146025878005%,13525,13100,13600,13100,9,10,13355,3554880
STTP,9450,0.5319148936170213%,9400,9300,9575,9300,9,10,9470,12379500
MTMH,940,-2.083333333333333%,960,930,940,930,6,10,939,1944415
BBMD,2010,0.5%,2000,1995,2010,1995,5,9,1800,8138870
TCID,2600,0.7751937984496124%,2580,2570,2600,2570,5,9,2317,1045547
LPGI,645,0%,645,645,645,640,3,3,193,1935000
TGKA,4970,0.20161290322580644%,4960,5000,5075,4970,3,3,1505,4564909
SMMA,20025,0%,20025,19975,20025,19975,2,3,6003,127512486
DCII,201100,0%,201100,201100,201100,201100,3,3,60330,479371300
ARTA,2240,-3.4482758620689653%,2320,2240,2240,2240,1,1,224,1000550
LCKM,109,0%,109,109,109,109,0,0,0,109000
JARR,3710,0%,3710,3710,3710,3710,0,0,0,34245767
BBSI,4610,0%,4610,4610,4610,4610,0,0,0,16771070
ADCP,50,0%,50,50,50,50,0,0,0,1111111
GRPH,137,0%,137,137,137,137,0,0,0,137000
SURE,3040,0%,3040,3040,3040,3040,0,0,0,4552633
ADHI,133,0%,133,133,133,133,0,0,0,1118212
LIFE,12725,0%,12725,12725,12725,12725,0,0,0,26722500
BHAT,1770,0%,1770,1770,1770,1770,0,0,0,8850000
GOTOM,68,0%,68,68,68,68,0,0,0,3438878
SAFE,875,0%,875,875,875,875,0,0,0,718557
INDX,60,0%,60,60,60,60,0,0,0,26275
JMAS,228,0%,228,228,228,228,0,0,0,228000
MREI,920,0%,920,920,920,920,0,0,0,476368
TRUE,50,0%,50,50,50,50,0,0,0,378555
TRUK,1075,0%,1075,1075,1075,1075,0,0,0,467625
YULE,3500,0%,3500,3500,3500,3500,0,0,0,6247500
META,238,0%,238,238,238,238,0,0,0,4215149
TAYS,50,0%,50,50,50,50,0,0,0,54946

