Code,Last,Change,Prev,Open,High,Low,Freq,Vol,Val(K),Cap(M)
CAMP,172,1.1764705882352942%,170,172,174,170,114,4983,85139,1012220
CASS,1870,0.2680965147453083%,1865,1865,1870,1840,13,454,84857,3902597
CRSN,126,0%,126,128,129,125,90,6545,82278,364392
UNIQ,121,-0.819672131147541%,122,122,123,119,111,6756,81178,379817
IFII,208,-0.9523809523809524%,210,210,210,204,156,3908,80775,1957696
PJHB,178,1.1363636363636365%,176,176,181,176,147,4374,77616,341944
AMAR,234,0%,234,234,236,232,42,3266,76401,4258164
BABY,202,0%,202,200,208,199,159,3784,76188,576675
GOTO,50,0%,50,50,50,50,368,15128,75640,57028663
TYRE,111,0%,111,114,114,110,56,6805,75581,386345
HGII,139,-1.4184397163120568%,141,140,140,137,134,5447,75513,903500
MAYA,196,0.5128205128205128%,195,196,197,194,58,3819,74216,5077611
DNAR,130,-0.7633587786259541%,131,131,131,129,70,5663,73287,2173846
MYOH,1050,1.9417475728155338%,1030,1050,1055,1025,57,690,71775,2316628
BACA,116,0%,116,116,118,116,42,6069,70828,2291405
ZONE,710,0%,710,695,735,680,70,985,70801,617822
KINO,1400,-0.3558718861209964%,1405,1395,1405,1370,15,516,70735,2000000
MDIY,950,0%,950,950,950,945,82,719,68148,23930872
IMAS,880,0%,880,880,895,870,36,774,67874,3514976
LTLS,990,1.5384615384615385%,975,970,1005,970,100,672,66197,1544400
LPLI,230,-1.7094017094017095%,234,234,234,220,419,2895,65373,269200
GEMA,92,1.098901098901099%,91,91,93,90,115,7116,65348,147200
INAI,176,0.5714285714285714%,175,174,178,174,111,3663,64432,111514
CGAS,147,1.3793103448275863%,145,147,149,145,119,4298,63019,260410
SOTS,590,0%,590,600,600,590,36,1022,60427,590002
MDLA,206,0%,206,204,206,204,58,2921,59800,2886642
BMAS,520,0.9708737864077669%,515,515,520,510,41,1130,58302,9319251
MCOR,70,1.4492753623188406%,69,69,70,68,36,8437,58212,2627837
SGRO,4520,-4.033970276008493%,4710,4710,4710,4500,49,125,57903,8220171
RIGS,640,-1.5384615384615385%,650,645,650,625,77,894,56559,389843
SDRA,212,-0.9345794392523363%,214,214,214,210,62,2668,56370,3083597
ITIC,216,0%,216,220,220,214,71,2595,56207,203196
SKRN,400,0.5025125628140703%,398,398,412,390,90,1389,54991,3000000
BNLI,2110,0.4761904761904762%,2100,2100,2170,2100,31,257,54823,75579242
BMHS,200,0.5025125628140703%,199,200,202,199,62,2668,53597,1720683
YULE,3710,-9.512195121951219%,4100,4130,4150,3560,56,132,52272,6622350
CMNP,1395,-0.35714285714285715%,1400,1400,1400,1380,41,376,52156,9341414
DYAN,85,-1.1627906976744187%,86,86,86,84,100,6084,51834,363202
BCIC,134,-2.898550724637681%,138,138,139,134,210,3730,51039,2402094
TOTO,240,-0.8264462809917356%,242,242,242,240,121,2103,50540,2476800
GOLD,274,-0.7246376811594203%,276,278,298,272,77,1799,50174,349974
BBLD,665,-0.7462686567164178%,670,660,695,660,14,738,49991,1094454
TBIG,1430,-0.34843205574912894%,1435,1435,1440,1425,27,347,49617,32399509
HDFA,102,0.9900990099009901%,101,102,102,100,99,4790,48305,667329
BNBA,800,0%,800,810,820,800,50,589,47961,2683296
NELY,206,-1.9047619047619049%,210,210,214,206,66,2315,47959,484100
BVIC,94,2.1739130434782608%,92,93,94,92,86,5166,47953,1714115
AMIN,246,0%,246,246,268,242,200,1905,47763,265680
CRAB,216,0.9345794392523363%,214,214,216,212,32,2101,44761,421200
PSSI,356,-0.5586592178770949%,358,360,360,356,20,1238,44384,1928474
SFAN,2020,-0.49261083743842365%,2030,2030,2030,2020,16,216,43717,2747067
CITA,3460,-0.8595988538681949%,3490,3490,3500,3460,44,125,43515,13702850
PICO,178,0.5649717514124294%,177,180,182,176,95,2439,43223,101171
ROTI,585,-0.847457627118644%,590,590,590,585,58,729,42821,3619096
ASJT,161,-0.6172839506172839%,162,161,165,161,51,2636,42702,225400
OBAT,238,0%,238,238,240,236,40,1758,41977,161930
CTBN,3070,1.3201320132013201%,3030,3000,3160,3000,48,139,41970,2457141
SAME,300,0.6711409395973155%,298,296,300,294,55,1385,40945,5149390
BPTR,75,0%,75,75,76,74,62,5330,39812,265050
PSAT,865,0%,865,860,865,860,25,449,38806,1282235
BAYU,1330,-0.37453183520599254%,1335,1315,1335,1315,17,293,38695,469784
ERTX,173,-1.7045454545454544%,176,179,180,171,115,2201,38193,222571
BMSR,354,-4.324324324324325%,370,380,380,354,61,1041,37496,410357
MERK,3940,0.5102040816326531%,3920,3920,3940,3900,16,95,37324,1765120
BOLT,825,2.484472049689441%,805,805,825,805,45,450,36811,1933594
NIRO,184,1.6574585635359116%,181,187,187,180,69,1960,35877,4084592
BATR,92,2.2222222222222223%,90,91,94,91,67,3871,35812,278303
INOV,136,0%,136,139,139,135,88,2627,35803,245918
BPII,458,-3.375527426160337%,474,472,472,434,63,776,35017,4526942
LINK,1655,0%,1655,1700,1700,1580,69,211,33950,4738589
CASA,1800,-0.2770083102493075%,1805,1805,1950,1800,27,179,33369,98057286
INPP,730,-1.3513513513513513%,740,735,735,650,21,458,33153,8162839
MLBI,6850,-0.36363636363636365%,6875,6850,6850,6850,4,48,32880,14432950
CEKA,2230,0.904977375565611%,2210,2210,2230,2210,13,148,32782,1326850
SPMA,170,0%,170,172,173,170,42,1910,32739,906170
BOBA,208,1.9607843137254901%,204,204,210,204,126,1550,31939,240396
INCI,810,-0.6134969325153374%,815,810,810,805,19,366,29511,168202
DEPO,244,1.6666666666666667%,240,240,248,240,66,1194,29061,1656760
WTON,79,1.282051282051282%,78,79,79,78,107,3676,28885,688522
GTRA,244,3.389830508474576%,236,238,248,234,78,1197,28878,462228
VICO,172,0.5847953216374269%,171,170,172,167,55,1688,28574,2617337
PMUI,103,0%,103,102,105,102,54,2677,27553,597400
KSIX,406,-0.49019607843137253%,408,408,410,404,21,678,27518,867960
CLAY,2760,0.7299270072992701%,2740,2730,2760,2730,12,100,27487,7093200
REAL,50,0%,50,50,50,50,32,5440,27200,331681
CLPI,1605,0%,1605,1585,1610,1585,40,168,26745,491673
MPXL,166,-1.1904761904761905%,168,165,171,160,59,1612,26631,332002
TCID,2580,0%,2580,2550,2580,2550,3,103,26565,1037504
ENAK,226,0.8928571428571428%,224,230,230,220,244,1173,26021,489667
NICK,2600,-2.2556390977443606%,2660,2660,2660,2600,25,99,25962,1692990
AMOR,368,-0.5405405405405406%,370,370,372,366,31,702,25941,817778
MEGA,1940,-1.0204081632653061%,1960,1960,1960,1925,24,134,25940,45099235
EAST,90,0%,90,90,90,89,74,2885,25827,371376
TIRA,390,-1.015228426395939%,394,394,400,360,108,674,25705,229320
PTIS,262,0.7692307692307693%,260,260,270,258,78,978,25650,144143
UFOE,149,0%,149,149,151,148,93,1713,25518,431841
IRRA,372,1.0869565217391304%,368,370,376,368,58,678,25247,595200
ZYRX,129,0%,129,130,130,127,121,1970,25180,172000
PANR,410,0%,410,412,412,408,64,601,24565,568875
WINE,131,0%,131,131,131,129,52,1816,23630,355010
PMJS,145,0.6944444444444444%,144,145,147,142,39,1608,23212,1994562
LMPI,164,0.6134969325153374%,163,164,165,161,43,1424,23176,165397
GOOD,312,0%,312,312,312,308,42,748,23176,11512145
BTON,372,-3.125%,384,388,388,370,45,603,23165,267840
MBAP,1720,0%,1720,1720,1720,1700,31,135,23018,2110908
CITY,179,0%,179,180,184,176,60,1249,22310,967529
MCOL,3680,0.821917808219178%,3650,3700,3700,3610,21,60,21850,13084461
HAIS,184,0.546448087431694%,183,183,187,183,77,1179,21720,483230
DMND,625,2.459016393442623%,610,610,630,610,28,346,21577,5917724
SHIP,2710,0.3703703703703704%,2700,2700,2740,2630,39,80,21503,7370631
RUIS,204,0.9900990099009901%,202,202,206,202,45,1038,21278,157080
BUDI,226,0%,226,230,230,224,57,876,19901,1016773
ITMA,1445,-1.7006802721088436%,1470,1470,1480,1440,37,136,19828,1443632
UNIC,15075,-0.8223684210526315%,15200,15225,15225,15025,11,13,19593,5778720
TFAS,186,0.5405405405405406%,185,186,190,185,33,1035,19507,310000
IPOL,116,0.8695652173913043%,115,115,117,115,50,1673,19451,747432
SKLT,212,-0.9345794392523363%,214,212,218,206,69,914,19295,1464370
PDPP,338,0%,338,350,350,334,71,562,19121,1034733
SHID,745,-1.9736842105263157%,760,765,785,730,32,249,18864,833898
JIHD,432,0.46511627906976744%,430,432,438,432,24,424,18509,1006145
BUAH,488,-0.8130081300813009%,492,492,494,486,40,378,18427,976000
PUDP,270,-0.7352941176470588%,272,272,272,270,20,662,17924,177962
KDSI,456,-2.564102564102564%,468,468,468,444,22,391,17558,738720
LRNA,218,-0.9090909090909091%,220,214,220,214,42,812,17447,76300
DGNS,268,0%,268,266,268,266,18,648,17344,368500
DVLA,1595,0.3144654088050315%,1590,1590,1595,1590,7,106,16857,1786400
DLTA,1790,0.2801120448179272%,1785,1790,1790,1785,16,92,16465,1433180
INDR,2910,-1.3559322033898304%,2950,2900,2950,2840,24,57,16415,1904163
SKBM,540,0%,540,540,540,530,50,307,16374,934256
BSBK,50,0%,50,50,50,50,48,3235,16175,1254594
BINO,116,0%,116,117,120,114,39,1412,16164,263937
APLI,292,0%,292,300,300,286,59,548,15848,397900
GWSA,156,0%,156,156,156,154,44,1021,15826,1216919
LION,376,3.867403314917127%,362,358,384,358,91,422,15795,195580
VINS,146,0.6896551724137931%,145,146,146,143,28,1094,15717,226801
IKPM,182,1.675977653631285%,179,179,182,178,29,853,15295,306609
LPIN,434,0.4629629629629629%,432,432,436,432,32,350,15161,184450
AMAG,386,-0.5154639175257731%,388,388,388,386,12,390,15058,1930599
PJAA,468,0.4291845493562232%,466,468,468,466,14,320,14962,748800
SATU,238,-0.8333333333333334%,240,240,240,238,15,619,14851,327250
PTPW,1165,-0.4273504273504274%,1170,1165,1165,1165,17,126,14679,1023088
ARII,298,-1.9736842105263157%,304,304,304,294,40,490,14648,1117500
TBMS,1225,-2.3904382470119523%,1255,1265,1265,1225,18,114,14144,899983
LPPS,82,1.2345679012345678%,81,81,83,81,82,1689,13911,212237
MPRO,11675,-1.4767932489451476%,11850,11750,11750,11025,12,12,13728,116078688
WMUU,50,0%,50,50,50,50,48,2683,13415,647059
RICY,79,1.282051282051282%,78,78,79,78,27,1715,13378,50696
YUPI,1305,0.38461538461538464%,1300,1320,1320,1295,26,102,13340,11150558
KEJU,600,0.8403361344537815%,595,600,610,595,14,221,13314,3375000
PGLI,212,0.9523809523809524%,210,208,212,204,51,594,12306,103456
BTPN,2330,-0.851063829787234%,2350,2350,2360,2300,21,52,12071,24549355
HERO,334,-1.7647058823529411%,340,340,350,334,45,356,12056,1397334
ALDO,945,-1.5625%,960,960,960,920,36,126,11894,2552174
WOMF,278,0.7246376811594203%,276,280,284,278,28,420,11758,967852
PSGO,194,0%,194,194,194,192,42,587,11374,3656900
HDIT,50,0%,50,50,50,50,13,2273,11365,76234
ATIC,458,-0.8658008658008658%,462,458,460,454,10,247,11267,1325544
PDES,374,-0.5319148936170213%,376,370,374,370,6,291,10827,267410
MKTR,124,0%,124,124,126,122,49,857,10554,1495493
MTWI,270,0%,270,276,280,260,25,380,10352,789611
MAXI,50,0%,50,50,50,50,4,2001,10005,480505
AXIO,115,0%,115,115,116,114,39,854,9810,671615
BOGA,1550,-0.641025641025641%,1560,1560,1560,1550,10,63,9788,5895466
PNIN,720,0.6993006993006993%,715,710,720,705,21,137,9747,2929193
ANJT,1600,0%,1600,1595,1600,1585,11,58,9225,5366680
BLOG,362,0%,362,362,366,360,41,254,9217,1223374
TALF,690,-0.7194244604316548%,695,695,705,680,33,133,9124,933870
WEGE,50,0%,50,50,50,50,76,1780,8900,478600
BESS,895,-2.717391304347826%,920,885,925,885,19,99,8852,3079208
ARTA,2200,-1.345291479820628%,2230,2240,2240,2200,8,40,8848,982683
STTP,9400,0%,9400,9625,9625,9400,7,9,8573,12314000
GMTD,1210,-2.0242914979757085%,1235,1225,1240,1205,26,70,8512,1228610
STAR,368,-3.664921465968586%,382,380,382,368,19,223,8329,1766400
ROCK,2020,0.4975124378109453%,2010,1990,2060,1990,14,41,8189,2899074
TRIS,173,0.5813953488372093%,172,172,173,170,57,479,8178,543470
PALM,290,0%,290,290,290,286,32,281,8098,4562534
KONI,2090,1.951219512195122%,2050,2050,2090,2010,11,39,8094,652080
AWAN,163,0.6172839506172839%,162,162,164,160,28,489,7976,559905
GHON,1660,-1.483679525222552%,1685,1680,1680,1655,13,48,7976,913000
PORT,960,0%,960,940,960,925,23,84,7931,2701384
SMMA,19975,-0.125%,20000,19475,19975,19475,4,4,7913,127194103
BPFI,248,-1.5873015873015872%,252,252,254,242,27,317,7791,663151
SAMF,314,1.948051948051948%,308,308,318,308,42,234,7320,3218500
SIPD,900,0%,900,905,915,855,16,81,7238,1655192
ASBI,400,0%,400,400,406,400,18,179,7205,139355
JSPT,1490,1.3605442176870748%,1470,1500,1500,1440,20,49,7153,3454917
NETV,50,0%,50,50,50,50,31,1409,7045,2068026
KMDS,525,0%,525,525,525,520,14,131,6877,420000
MDKI,192,-0.5181347150259068%,193,193,193,192,17,357,6875,485789
RELI,540,-3.571428571428571%,560,555,565,530,16,118,6304,972000
POLI,905,0.5555555555555556%,900,910,910,850,29,71,6269,1819526
MRAT,390,0%,390,390,394,390,13,160,6245,166920
PTSP,1230,0%,1230,1220,1230,1185,28,51,6228,271594
FMII,254,0.7936507936507936%,252,240,254,240,16,244,5984,1625600
RSGK,1090,1.8691588785046727%,1070,1070,1140,1055,21,51,5486,1013346
SMKL,157,2.6143790849673203%,153,154,158,152,30,329,5125,536639
BRAM,4690,2.178649237472767%,4590,4590,4690,4570,9,11,5089,2110767
TRUS,456,0.8849557522123894%,452,464,464,434,29,106,4699,364800
CPRO,50,0%,50,50,50,50,40,937,4685,2978619
BALI,1310,1.1583011583011582%,1295,1285,1310,1260,17,36,4605,5154316
CBPE,490,-1.2096774193548387%,496,496,498,488,16,88,4362,664563
SCNP,158,1.282051282051282%,156,157,159,156,14,267,4214,395000
RANC,545,1.8691588785046727%,535,550,550,545,9,59,3235,852646
ASRM,290,0%,290,290,290,286,18,110,3171,370618
GDYR,1125,0%,1125,1125,1125,1125,3,27,3038,461250
TGKA,4980,-0.4%,5000,5000,5000,4910,6,6,2979,4574094
NFCX,1665,-2.0588235294117645%,1700,1700,1700,1665,3,16,2685,1110001
PNSE,498,-0.4%,500,500,500,476,11,45,2171,397311
SMDM,530,-3.6363636363636362%,550,545,545,530,8,39,2100,2529233
PNBS,50,0%,50,50,50,50,12,418,2090,1921275
SDPC,196,-0.5076142131979695%,197,199,199,192,23,105,2042,249704
DADA,50,0%,50,50,50,50,35,406,2030,371577
MTMH,950,0%,950,985,985,935,8,21,1975,1965101
IGAR,474,0%,474,474,474,468,6,40,1876,439768
SRAJ,13625,-0.18315018315018314%,13650,13625,13625,13625,1,1,1363,166755830
GLVA,326,-2.3952095808383236%,334,332,332,326,8,41,1341,489000
CSAP,296,0.6802721088435374%,294,292,296,292,6,39,1140,1682220
BCAP,50,0%,50,50,50,50,12,217,1085,2130943
ASDM,520,0%,520,520,520,520,3,20,1040,199680
ABDA,4970,0%,4970,4970,4970,4970,2,2,994,3085409
SURE,2990,-0.33333333333333337%,3000,2990,2990,2990,1,3,897,4477755
TRST,460,-2.9535864978902953%,474,470,470,460,7,17,784,1291680
MICE,560,5.6603773584905674%,530,570,570,530,8,13,729,336000
AMFG,3330,2.4615384615384617%,3250,3330,3330,3330,2,2,666,1445220
ATLA,50,0%,50,50,50,50,20,126,630,309979
LPGI,645,0%,645,645,645,635,5,7,449,1935000
DAYA,1045,-0.4761904761904762%,1050,1050,1050,1030,4,4,418,2529472
BABP,50,0%,50,50,50,50,13,60,300,2200717
OMRE,965,0.5208333333333333%,960,920,965,920,2,2,189,2842129
MDLN,50,0%,50,50,50,50,9,22,110,626653
PRAY,745,0.6756756756756757%,740,745,745,745,1,1,75,10399770
KMTR,252,0.8%,250,252,252,252,1,1,25,2070272
RDTX,13100,0%,13100,13100,13100,13100,0,0,0,3521280
LCKM,109,0%,109,109,109,109,0,0,0,109000
BBMD,1995,0%,1995,1995,1995,1995,0,0,0,8078132
BBSI,4520,0%,4520,4520,4520,4520,0,0,0,16443652
ALKA,7400,0%,7400,7400,7400,7400,0,0,0,3756721
ADCP,50,0%,50,50,50,50,0,0,0,1111111
GRPH,137,0%,137,137,137,137,0,0,0,137000
ADHI,133,0%,133,133,133,133,0,0,0,1118212
MTLA,525,0%,525,525,525,525,0,0,0,4018941
DNET,9825,0%,9825,9825,9825,9825,0,0,0,139357800
LIFE,12725,0%,12725,12725,12725,12725,0,0,0,26722500
BHAT,1770,0%,1770,1770,1770,1770,0,0,0,8850000
GOTOM,68,0%,68,68,68,68,0,0,0,3438878
INDX,60,0%,60,60,60,60,0,0,0,26275
JMAS,228,0%,228,228,228,228,0,0,0,228000
MREI,920,0%,920,920,920,920,0,0,0,476368
TRUE,50,0%,50,50,50,50,0,0,0,378555
META,238,0%,238,238,238,238,0,0,0,4215149
TAYS,50,0%,50,50,50,50,0,0,0,54946
MASB,3290,0%,3290,3290,3290,3290,0,0,0,4565655
FAPA,7425,0%,7425,7425,7425,7425,0,0,0,26948383

